MSISDN,Latitude,Longitude,Datetime
9.15525E+11,18.40452,73.960704,03-05-2023 13:14
9.12245E+11,18.455527,74.187521,03-02-2023 11:58
9.11727E+11,18.500184,74.03849,27-11-2023 03:50
9.15562E+11,18.586802,74.184371,25-07-2023 08:28
9.12239E+11,18.578311,73.935495,29-07-2023 20:56
9.19963E+11,18.538569,74.062349,03-09-2023 16:26
9.18983E+11,18.696191,73.969261,05-04-2023 03:12
9.16864E+11,18.639875,73.914315,11-11-2023 07:16
9.10788E+11,18.672625,73.897852,30-06-2023 04:10
9.11386E+11,18.425226,74.033595,15-06-2023 00:23
9.18285E+11,18.46218,73.826298,18-10-2023 00:42
9.15816E+11,18.595424,74.076395,19-11-2023 23:20
9.13963E+11,18.418548,73.83675,02-10-2023 20:53
9.15903E+11,18.616555,74.133657,19-03-2023 00:21
9.14287E+11,18.52418,74.030195,06-01-2023 23:54
9.18646E+11,18.60297,74.010233,28-10-2023 23:11
9.16641E+11,18.498993,73.849234,21-10-2023 08:36
9.17233E+11,18.403841,74.015857,22-11-2023 20:08
9.18919E+11,18.522186,74.150227,13-04-2023 10:46
9.12367E+11,18.571523,73.82327,29-08-2023 05:44
9.18141E+11,18.657444,74.083741,17-11-2023 14:25
9.19516E+11,18.502457,74.065485,22-10-2023 20:11
9.16645E+11,18.479209,73.946323,01-12-2023 04:30
9.11571E+11,18.54565,74.016224,05-09-2023 21:19
9.1799E+11,18.405486,73.841017,21-07-2023 16:37
9.13024E+11,18.536812,74.157456,24-02-2023 16:11
9.14508E+11,18.504041,74.133452,21-05-2023 01:10
9.18186E+11,18.484689,74.044655,28-05-2023 06:09
9.18352E+11,18.493847,73.891572,04-07-2023 10:43
9.14089E+11,18.576598,74.131673,18-09-2023 21:56
9.18043E+11,18.508772,73.986082,14-03-2023 18:15
9.14019E+11,18.52968,73.867143,12-10-2023 07:28
9.10148E+11,18.564724,74.105594,16-08-2023 09:14
9.18343E+11,18.624027,73.945138,31-05-2023 00:01
9.12006E+11,18.684211,74.131361,01-03-2023 12:51
9.16324E+11,18.477202,73.951207,26-02-2023 00:11
9.19702E+11,18.520768,74.044742,18-11-2023 13:00
9.11259E+11,18.532634,74.096291,25-06-2023 18:59
9.10504E+11,18.476639,73.984854,21-06-2023 04:41
9.11071E+11,18.451013,74.011727,15-02-2023 15:54
9.12727E+11,18.681203,74.051463,09-08-2023 09:17
9.12387E+11,18.462355,73.812467,16-08-2023 04:07
9.19078E+11,18.477379,74.180763,28-10-2023 16:31
9.1855E+11,18.572593,74.012456,15-03-2023 04:03
9.16704E+11,18.667692,74.096359,09-10-2023 08:02
9.14899E+11,18.680362,73.834536,03-08-2023 13:20
9.12149E+11,18.445771,74.19207,21-02-2023 17:33
9.13308E+11,18.608573,73.82318,23-12-2023 01:43
9.16677E+11,18.6768,73.998807,24-06-2023 13:34
9.16734E+11,18.402524,73.934613,02-09-2023 03:36
9.10423E+11,18.419407,73.921065,17-07-2023 01:41
9.19333E+11,18.469811,74.005035,02-07-2023 08:55
9.11183E+11,18.485792,73.984058,26-01-2023 12:27
9.16485E+11,18.590828,74.061245,11-01-2023 03:07
9.18354E+11,18.479658,73.971311,16-12-2023 04:13
9.15083E+11,18.575762,74.074597,31-08-2023 04:36
9.14441E+11,18.512474,74.135028,22-09-2023 05:25
9.10354E+11,18.454007,73.907976,01-07-2023 04:53
9.16479E+11,18.694266,74.021919,06-09-2023 14:18
9.18312E+11,18.601,73.865557,11-02-2023 02:58
9.12493E+11,18.574138,74.005917,04-09-2023 20:38
9.12305E+11,18.542805,74.149478,18-03-2023 01:26
9.16743E+11,18.419297,74.082431,16-04-2023 02:47
9.15071E+11,18.405064,74.013872,15-03-2023 03:22
9.17833E+11,18.568975,73.894494,04-10-2023 04:11
9.16949E+11,18.419319,73.999565,16-09-2023 10:32
9.18614E+11,18.434794,73.83735,25-05-2023 02:37
9.10456E+11,18.611875,73.871673,15-12-2023 06:56
9.11101E+11,18.551628,74.087565,20-04-2023 09:22
9.13867E+11,18.410187,73.972677,10-06-2023 23:00
9.10865E+11,18.634263,74.15381,30-06-2023 01:39
9.14451E+11,18.433461,73.98262,24-12-2023 15:14
9.17148E+11,18.586388,73.828984,15-11-2023 03:56
9.12368E+11,18.493128,74.128518,22-03-2023 06:33
9.17108E+11,18.627463,74.058051,30-05-2023 17:55
9.18904E+11,18.440352,73.938104,30-06-2023 12:11
9.1224E+11,18.40371,74.080406,02-03-2023 23:50
9.19367E+11,18.408692,73.946092,28-11-2023 03:47
9.15662E+11,18.50725,73.8724,10-01-2023 17:51
9.11075E+11,18.51576,73.895297,23-10-2023 00:00
9.18805E+11,18.474315,73.883039,23-01-2023 17:37
9.10017E+11,18.607625,74.151902,01-12-2023 18:36
9.13637E+11,18.644929,73.947517,15-03-2023 04:38
9.18061E+11,18.677392,74.174306,03-06-2023 02:45
9.159E+11,18.464063,74.056722,26-11-2023 16:19
9.1482E+11,18.663865,74.165421,21-01-2023 14:49
9.11856E+11,18.459867,73.898111,07-05-2023 06:03
9.17382E+11,18.492921,73.897481,06-12-2023 16:41
9.10429E+11,18.558353,74.192715,07-09-2023 21:37
9.11825E+11,18.578219,73.988036,07-08-2023 15:53
9.14943E+11,18.645001,73.816408,27-04-2023 12:49
9.16426E+11,18.431908,73.955865,08-08-2023 13:36
9.18509E+11,18.596542,73.906892,28-04-2023 03:02
9.12004E+11,18.493161,73.818483,10-03-2023 16:14
9.12389E+11,18.681026,74.07751,26-08-2023 16:12
9.11553E+11,18.585203,74.149979,05-11-2023 07:11
9.16676E+11,18.611511,73.813448,17-08-2023 22:30
9.10298E+11,18.438363,73.940789,14-11-2023 15:56
9.12507E+11,18.628651,73.800016,20-04-2023 12:50
9.12973E+11,18.650843,74.104602,31-07-2023 11:32
9.10269E+11,18.442543,73.964605,13-09-2023 20:53
9.1327E+11,18.544569,74.039739,21-05-2023 14:16
9.19064E+11,18.695979,74.18593,12-01-2023 04:48
9.16857E+11,18.560409,73.960495,08-06-2023 00:54
9.19626E+11,18.609368,73.955579,01-03-2023 19:59
9.12467E+11,18.5477,74.042072,28-01-2023 17:53
9.10657E+11,18.651903,73.986454,27-06-2023 12:27
9.15635E+11,18.485045,73.926729,14-06-2023 11:13
9.19537E+11,18.677763,73.943478,23-03-2023 04:35
9.19999E+11,18.61765,73.803276,28-06-2023 07:26
9.13212E+11,18.560257,74.174702,05-10-2023 01:09
9.1348E+11,18.487783,73.830323,12-09-2023 23:55
9.17937E+11,18.645973,73.921586,28-09-2023 02:38
9.10298E+11,18.61529,74.08262,22-04-2023 04:07
9.18763E+11,18.487707,73.861721,26-09-2023 14:01
9.13784E+11,18.615603,73.943904,08-02-2023 15:47
9.10038E+11,18.487009,73.936696,28-11-2023 23:15
9.12908E+11,18.545862,73.947864,15-10-2023 10:38
9.12703E+11,18.611749,74.039328,06-07-2023 08:39
9.17028E+11,18.514093,73.98967,28-06-2023 09:33
9.15877E+11,18.490251,74.026076,23-03-2023 07:04
9.18856E+11,18.560657,74.085429,15-05-2023 10:47
9.11999E+11,18.688116,73.804955,03-12-2023 16:28
9.13795E+11,18.49589,74.171444,15-12-2023 21:21
9.11443E+11,18.658561,74.157167,14-11-2023 14:14
9.1753E+11,18.496071,73.902292,17-03-2023 11:02
9.10236E+11,18.521928,73.930816,21-07-2023 01:29
9.12974E+11,18.538652,74.066829,03-04-2023 20:30
9.10374E+11,18.421818,74.13122,16-01-2023 18:51
9.12398E+11,18.411803,74.063933,17-08-2023 11:05
9.1395E+11,18.683905,74.161117,16-03-2023 09:21
9.11914E+11,18.419709,74.007558,31-07-2023 17:47
9.19281E+11,18.514733,73.919433,08-02-2023 15:21
9.19484E+11,18.644752,73.891497,12-10-2023 19:09
9.1217E+11,18.518236,73.958767,24-07-2023 18:07
9.18723E+11,18.491119,74.079025,25-12-2023 09:20
9.1416E+11,18.574777,73.884231,27-06-2023 16:42
9.1869E+11,18.658967,73.916378,25-08-2023 09:19
9.19135E+11,18.570263,74.146537,14-07-2023 01:55
9.18216E+11,18.595353,74.063095,14-09-2023 14:04
9.16365E+11,18.441171,73.81191,28-09-2023 06:28
9.19998E+11,18.566504,73.903068,20-08-2023 12:35
9.18186E+11,18.545948,74.194843,15-11-2023 18:27
9.10358E+11,18.545583,73.919803,18-03-2023 04:39
9.18945E+11,18.403099,74.121125,23-09-2023 06:17
9.12648E+11,18.501041,74.016328,30-08-2023 16:48
9.18792E+11,18.660542,73.880647,11-12-2023 00:27
9.1765E+11,18.569553,73.823009,18-11-2023 17:09
9.11765E+11,18.419603,74.060617,12-09-2023 20:30
9.14896E+11,18.460915,74.168379,07-01-2023 07:16
9.17835E+11,18.47641,74.054202,30-11-2023 03:54
9.15368E+11,18.559579,73.939058,13-03-2023 20:39
9.15185E+11,18.571957,74.02406,09-10-2023 19:19
9.10695E+11,18.423661,73.924666,28-01-2023 16:15
9.10041E+11,18.447397,74.07708,08-05-2023 19:00
9.17785E+11,18.41824,74.017425,04-11-2023 18:27
9.1403E+11,18.511689,74.175386,25-06-2023 07:07
9.1736E+11,18.560427,73.877979,12-08-2023 19:57
9.15931E+11,18.473593,74.095972,05-10-2023 09:30
9.15398E+11,18.538138,74.154225,08-12-2023 06:49
9.17555E+11,18.654099,73.892758,14-04-2023 07:36
9.15548E+11,18.646557,73.890918,07-05-2023 12:46
9.18303E+11,18.69315,74.013537,23-09-2023 11:47
9.13787E+11,18.673419,74.155739,08-06-2023 19:16
9.16432E+11,18.553569,74.095083,31-08-2023 12:39
9.13062E+11,18.586864,73.856238,21-12-2023 02:38
9.16574E+11,18.555182,73.870115,23-09-2023 12:55
9.17553E+11,18.519275,73.95914,13-07-2023 05:31
9.10767E+11,18.549456,73.940437,09-11-2023 04:47
9.1916E+11,18.551498,74.025901,01-04-2023 18:33
9.15217E+11,18.539085,74.004833,18-04-2023 08:12
9.14857E+11,18.573021,74.110213,09-01-2023 23:52
9.18656E+11,18.407671,74.18803,26-06-2023 16:11
9.15674E+11,18.565897,74.092061,06-05-2023 06:14
9.15072E+11,18.680264,73.996994,25-01-2023 18:07
9.10019E+11,18.463897,73.919446,07-10-2023 05:22
9.14106E+11,18.654578,73.897023,03-07-2023 09:05
9.10944E+11,18.581334,73.829113,04-10-2023 18:56
9.11451E+11,18.444401,73.959109,25-08-2023 13:35
9.10224E+11,18.466715,73.886302,15-05-2023 21:50
9.16955E+11,18.587703,73.801455,11-05-2023 08:28
9.19683E+11,18.684205,73.857126,07-06-2023 03:52
9.17102E+11,18.669584,74.14209,14-11-2023 01:16
9.12915E+11,18.621914,73.925221,18-05-2023 15:09
9.12795E+11,18.461821,73.896249,14-03-2023 10:27
9.12778E+11,18.503052,73.886929,31-10-2023 08:57
9.10712E+11,18.436904,73.999532,24-04-2023 13:27
9.11561E+11,18.58479,73.904886,02-05-2023 11:21
9.11957E+11,18.450061,73.926558,11-07-2023 02:52
9.15494E+11,18.422486,73.906298,30-06-2023 21:01
9.13797E+11,18.686527,74.146695,24-02-2023 22:37
9.13002E+11,18.48897,74.070045,24-10-2023 22:16
9.11257E+11,18.546539,73.841869,29-01-2023 23:06
9.15941E+11,18.440529,74.150925,01-01-2023 01:20
9.19405E+11,18.619875,74.174302,24-07-2023 12:45
9.18022E+11,18.516116,74.085841,29-07-2023 22:25
9.19807E+11,18.620999,73.935121,16-03-2023 11:40
9.15389E+11,18.501816,74.042032,13-09-2023 14:43
9.14391E+11,18.425725,73.938476,21-02-2023 11:31
9.14659E+11,18.592593,74.137566,18-05-2023 16:37
9.18689E+11,18.533595,73.845916,06-01-2023 08:23
9.1278E+11,18.451037,74.168328,02-02-2023 05:01
9.13937E+11,18.528463,73.976506,07-06-2023 16:15
9.14046E+11,18.471369,73.854487,06-09-2023 14:05
9.11555E+11,18.632002,73.963576,06-08-2023 05:07
9.12142E+11,18.433144,74.099122,17-07-2023 20:33
9.15975E+11,18.696095,73.909323,19-06-2023 00:32
9.19957E+11,18.658288,74.042361,28-04-2023 10:49
9.13811E+11,18.491474,74.049355,02-05-2023 22:55
9.1653E+11,18.548156,74.120073,26-06-2023 01:20
9.13063E+11,18.455909,73.906738,17-07-2023 17:41
9.18514E+11,18.403274,73.956749,14-09-2023 00:57
9.11499E+11,18.471791,74.073172,15-06-2023 20:15
9.11262E+11,18.642501,73.802279,16-12-2023 00:09
9.17976E+11,18.6224,74.126873,20-12-2023 05:47
9.14986E+11,18.687123,74.042154,14-04-2023 16:10
9.11971E+11,18.690919,73.868315,28-01-2023 18:42
9.1911E+11,18.55209,73.898668,30-12-2023 22:46
9.147E+11,18.574099,74.093625,25-07-2023 22:37
9.15466E+11,18.455755,73.828898,08-06-2023 21:08
9.15638E+11,18.682852,73.922614,09-03-2023 02:13
9.11581E+11,18.686928,73.970836,08-01-2023 09:40
9.18074E+11,18.694191,73.800618,11-04-2023 02:36
9.12774E+11,18.617065,74.016943,10-05-2023 02:21
9.15672E+11,18.642724,74.188184,07-12-2023 00:49
9.16304E+11,18.495135,74.032168,09-04-2023 00:25
9.13248E+11,18.421452,73.816861,26-03-2023 05:28
9.17888E+11,18.504494,73.943781,06-12-2023 14:36
9.11599E+11,18.485908,74.075496,29-01-2023 06:19
9.17646E+11,18.557834,73.96229,21-02-2023 11:52
9.15124E+11,18.481406,73.890746,10-02-2023 10:31
9.17478E+11,18.417306,73.930738,23-07-2023 21:39
9.19124E+11,18.570105,74.185563,21-10-2023 18:07
9.14543E+11,18.436205,73.915646,07-05-2023 21:58
9.16059E+11,18.664678,74.181218,25-07-2023 08:36
9.17052E+11,18.561958,74.013393,11-04-2023 17:32
9.10748E+11,18.603296,74.144688,18-12-2023 23:41
9.15744E+11,18.617963,73.907291,16-05-2023 00:17
9.1643E+11,18.687111,74.048304,10-02-2023 10:56
9.11185E+11,18.616608,74.054987,21-08-2023 18:44
9.18527E+11,18.623629,73.941626,07-06-2023 02:47
9.15723E+11,18.688622,74.134887,22-10-2023 04:56
9.18831E+11,18.651875,74.162912,03-08-2023 14:40
9.19343E+11,18.61566,73.96874,30-03-2023 14:11
9.15826E+11,18.50292,73.974405,25-04-2023 13:18
9.1713E+11,18.499756,74.103605,22-08-2023 14:20
9.11935E+11,18.477059,73.980863,08-08-2023 13:16
9.15884E+11,18.595651,73.839407,22-04-2023 00:38
9.12842E+11,18.681777,74.151756,12-05-2023 17:21
9.10848E+11,18.416487,74.175838,10-01-2023 21:21
9.16278E+11,18.41018,74.180596,24-03-2023 00:24
9.10613E+11,18.570729,74.032982,27-07-2023 14:30
9.19048E+11,18.57712,73.852534,08-01-2023 07:16
9.18127E+11,18.574975,73.987393,27-10-2023 10:27
9.1342E+11,18.577121,73.968888,15-11-2023 02:26
9.13334E+11,18.406728,74.006726,09-06-2023 12:44
9.17315E+11,18.683431,74.113063,02-06-2023 04:26
9.12133E+11,18.568113,73.855071,14-02-2023 00:16
9.15168E+11,18.576442,73.822854,03-08-2023 13:33
9.1928E+11,18.549119,74.193119,22-08-2023 05:46
9.1331E+11,18.644514,74.190644,20-08-2023 11:02
9.14334E+11,18.420673,74.187495,11-08-2023 22:51
9.10013E+11,18.444266,73.839343,30-10-2023 16:08
9.10584E+11,18.556406,73.832975,03-04-2023 22:59
9.1404E+11,18.561617,73.931676,18-09-2023 09:18
9.15487E+11,18.591033,73.943962,27-11-2023 11:41
9.11388E+11,18.673405,74.021297,08-11-2023 17:44
9.11736E+11,18.436679,74.11949,21-12-2023 10:28
9.19063E+11,18.502654,74.174666,09-04-2023 15:51
9.19995E+11,18.414114,73.960828,20-02-2023 14:33
9.11041E+11,18.64938,74.139926,07-09-2023 07:21
9.12309E+11,18.612393,74.19935,11-11-2023 04:29
9.11986E+11,18.621707,74.082647,11-05-2023 00:14
9.19904E+11,18.669258,73.906048,04-02-2023 17:43
9.13683E+11,18.50334,73.847369,25-08-2023 17:08
9.14082E+11,18.696839,74.083537,25-10-2023 00:32
9.17727E+11,18.487732,73.957881,07-09-2023 11:26
9.11868E+11,18.627444,73.979473,18-03-2023 07:14
9.14623E+11,18.589009,74.085742,22-11-2023 22:17
9.18722E+11,18.660392,74.066507,13-01-2023 15:28
9.12543E+11,18.605265,73.986104,09-05-2023 04:46
9.15396E+11,18.687526,73.962071,31-01-2023 02:16
9.12405E+11,18.482459,74.169902,10-04-2023 18:21
9.18189E+11,18.501459,73.937519,01-04-2023 23:53
9.1761E+11,18.561413,73.87479,30-08-2023 04:46
9.14929E+11,18.650304,74.18334,10-04-2023 02:41
9.1551E+11,18.628651,74.047021,20-01-2023 16:24
9.16463E+11,18.410909,73.871049,05-07-2023 04:29
9.12674E+11,18.54853,74.065754,07-04-2023 12:22
9.16465E+11,18.447649,73.856158,03-07-2023 13:41
9.15036E+11,18.57828,73.94014,13-10-2023 16:22
9.18723E+11,18.558722,73.957159,01-11-2023 03:52
9.1423E+11,18.609616,74.17633,29-10-2023 03:41
9.12911E+11,18.506165,74.099963,23-05-2023 07:32
9.11197E+11,18.697124,74.031323,11-09-2023 01:22
9.10109E+11,18.487094,74.08701,16-12-2023 14:10
9.16831E+11,18.667842,74.186938,25-07-2023 09:11
9.11916E+11,18.639456,73.874669,04-07-2023 08:49
9.15112E+11,18.591473,74.130116,20-06-2023 05:07
9.11095E+11,18.408524,73.869687,03-04-2023 10:11
9.17095E+11,18.558827,73.824993,24-03-2023 02:51
9.10739E+11,18.66093,73.934214,20-04-2023 18:15
9.14276E+11,18.568485,74.176501,23-07-2023 21:39
9.1908E+11,18.411809,73.976501,16-01-2023 06:07
9.15645E+11,18.542192,74.063125,06-09-2023 09:06
9.13639E+11,18.519429,74.179158,10-10-2023 15:22
9.14441E+11,18.435258,74.078654,19-07-2023 10:45
9.15151E+11,18.412359,74.162492,19-02-2023 23:19
9.18824E+11,18.59207,73.840935,14-03-2023 01:23
9.16296E+11,18.564124,74.115061,07-12-2023 15:22
9.11236E+11,18.581621,73.817593,01-11-2023 19:28
9.19939E+11,18.492678,73.931604,06-01-2023 14:46
9.15323E+11,18.670305,73.835286,28-08-2023 05:43
9.12772E+11,18.559853,73.843306,11-03-2023 20:36
9.17094E+11,18.524802,73.939597,31-12-2023 00:01
9.19438E+11,18.482708,74.198047,06-11-2023 15:14
9.12247E+11,18.584794,73.982497,21-03-2023 01:24
9.19694E+11,18.522426,74.174597,13-02-2023 14:41
9.18327E+11,18.400031,73.837636,24-04-2023 22:57
9.1495E+11,18.696552,73.953843,26-02-2023 21:43
9.1511E+11,18.681047,74.175022,26-09-2023 02:41
9.19557E+11,18.480556,74.003628,16-05-2023 18:16
9.19152E+11,18.600525,74.19482,16-04-2023 12:14
9.10871E+11,18.429821,74.128468,31-08-2023 20:06
9.15693E+11,18.673234,74.055644,24-03-2023 07:47
9.14109E+11,18.636933,74.059251,17-04-2023 20:53
9.12921E+11,18.496432,73.809113,01-03-2023 14:28
9.12986E+11,18.433434,73.829797,18-09-2023 20:34
9.10807E+11,18.639931,74.166461,22-05-2023 03:35
9.19888E+11,18.529075,74.016971,01-01-2023 21:26
9.19365E+11,18.596856,74.14079,13-11-2023 23:14
9.13709E+11,18.638441,74.158945,25-08-2023 19:37
9.1239E+11,18.604529,73.885484,23-01-2023 18:43
9.1865E+11,18.651846,74.17102,19-12-2023 10:36
9.12146E+11,18.533577,73.845321,30-05-2023 18:03
9.18421E+11,18.646142,74.035387,31-12-2023 21:03
9.13567E+11,18.623439,74.18742,13-02-2023 04:47
9.12788E+11,18.617894,74.038385,12-05-2023 09:30
9.1319E+11,18.467771,74.178138,16-06-2023 13:42
9.18383E+11,18.463941,74.110837,20-04-2023 14:05
9.16924E+11,18.547534,73.96995,01-01-2023 19:13
9.16367E+11,18.552898,73.901094,18-06-2023 17:01
9.11814E+11,18.696863,73.831851,08-04-2023 05:38
9.17871E+11,18.461574,74.158348,01-07-2023 12:13
9.13299E+11,18.603247,74.16319,06-12-2023 14:42
9.124E+11,18.482158,74.168501,17-10-2023 13:37
9.15314E+11,18.524273,74.138929,18-06-2023 16:09
9.13673E+11,18.450327,74.098709,27-01-2023 19:46
9.18337E+11,18.646654,73.953969,10-04-2023 02:25
9.17596E+11,18.418656,73.833101,21-01-2023 21:23
9.18787E+11,18.482402,74.163971,29-11-2023 20:09
9.10399E+11,18.46016,73.956077,14-02-2023 02:40
9.19538E+11,18.445735,73.853147,30-09-2023 02:00
9.13034E+11,18.514337,74.087992,16-01-2023 13:01
9.14776E+11,18.602347,73.852683,22-04-2023 04:44
9.1887E+11,18.520789,74.110841,20-07-2023 16:11
9.1936E+11,18.544779,74.103139,04-10-2023 18:41
9.11158E+11,18.611689,74.165909,12-01-2023 08:52
9.16409E+11,18.427331,73.862225,24-03-2023 23:12
9.12935E+11,18.562823,73.958428,05-05-2023 21:46
9.11408E+11,18.568516,74.166275,03-06-2023 01:37
9.18903E+11,18.413949,74.020734,11-10-2023 03:19
9.14834E+11,18.408427,74.049091,15-02-2023 23:06
9.14416E+11,18.639184,73.810978,19-09-2023 07:18
9.19976E+11,18.457088,74.199958,31-07-2023 23:29
9.11104E+11,18.411653,73.96109,19-07-2023 17:41
9.18377E+11,18.575505,73.88512,02-09-2023 17:38
9.13495E+11,18.560451,74.183164,16-01-2023 04:41
9.16089E+11,18.527793,73.843868,05-05-2023 02:38
9.1842E+11,18.44742,73.811681,05-05-2023 23:28
9.1235E+11,18.696746,74.11799,11-01-2023 22:45
9.13663E+11,18.671091,73.825453,29-12-2023 23:56
9.11887E+11,18.406625,73.962486,05-11-2023 06:20
9.19311E+11,18.609324,73.900718,01-01-2023 02:14
9.14648E+11,18.617926,73.950419,28-03-2023 17:49
9.16208E+11,18.644451,74.132832,13-10-2023 15:43
9.19587E+11,18.417494,74.105775,03-07-2023 09:00
9.10947E+11,18.679629,73.987688,09-11-2023 11:44
9.1956E+11,18.42609,73.923653,28-10-2023 13:43
9.13439E+11,18.679922,73.917833,06-03-2023 14:27
9.15323E+11,18.410133,74.021953,27-10-2023 09:53
9.14549E+11,18.61697,74.140737,26-06-2023 13:49
9.11174E+11,18.425544,73.981623,22-03-2023 06:10
9.13759E+11,18.523712,74.057824,17-07-2023 22:27
9.1975E+11,18.625936,73.879163,18-08-2023 12:36
9.10133E+11,18.552549,73.87642,30-11-2023 11:13
9.17415E+11,18.693613,73.889443,25-12-2023 18:24
9.12467E+11,18.463704,74.081018,14-05-2023 10:55
9.19677E+11,18.658183,74.092372,03-01-2023 04:47
9.15421E+11,18.680944,73.995126,08-05-2023 12:38
9.14074E+11,18.593262,74.045588,11-12-2023 19:48
9.17016E+11,18.685938,73.893865,04-12-2023 12:16
9.1256E+11,18.430771,74.006598,31-01-2023 21:30
9.17141E+11,18.578804,73.965089,11-10-2023 05:35
9.12198E+11,18.612767,74.139251,03-03-2023 14:45
9.15709E+11,18.66504,74.024115,10-10-2023 23:47
9.1376E+11,18.48315,73.828994,10-11-2023 06:29
9.19828E+11,18.530183,73.864255,16-07-2023 17:22
9.17024E+11,18.583337,74.19868,29-09-2023 21:43
9.12979E+11,18.454993,74.147271,23-09-2023 00:05
9.18084E+11,18.605665,74.034735,21-02-2023 15:40
9.14275E+11,18.543416,74.177428,19-05-2023 02:44
9.1155E+11,18.530172,74.102019,21-06-2023 09:13
9.17559E+11,18.438763,73.809822,06-04-2023 19:34
9.14124E+11,18.674342,73.990652,05-10-2023 00:54
9.16718E+11,18.635659,74.075811,20-09-2023 11:44
9.17543E+11,18.488427,74.158153,15-09-2023 06:34
9.10454E+11,18.567809,73.894485,09-01-2023 20:39
9.13597E+11,18.445425,73.880709,09-11-2023 01:05
9.12922E+11,18.577449,74.062516,14-02-2023 07:06
9.10391E+11,18.538911,74.193312,02-06-2023 21:22
9.19112E+11,18.558067,73.869888,11-05-2023 02:01
9.19239E+11,18.612285,73.814527,21-02-2023 23:10
9.19289E+11,18.483958,73.957382,12-08-2023 13:34
9.11271E+11,18.459795,73.866734,12-05-2023 21:05
9.16188E+11,18.504294,73.834963,12-03-2023 16:12
9.13226E+11,18.546987,74.052842,17-10-2023 23:41
9.13537E+11,18.564697,73.855798,18-10-2023 09:53
9.11537E+11,18.550274,73.922035,31-12-2023 23:23
9.10378E+11,18.599595,74.059264,24-05-2023 16:20
9.12585E+11,18.490527,74.090779,29-10-2023 06:49
9.1075E+11,18.523245,73.944068,27-12-2023 16:33
9.16402E+11,18.420339,74.120803,31-05-2023 13:04
9.10561E+11,18.628377,73.950661,20-01-2023 18:29
9.18033E+11,18.594578,74.068701,11-10-2023 06:31
9.14118E+11,18.533508,74.094525,07-08-2023 13:27
9.19566E+11,18.603249,73.818639,21-08-2023 09:09
9.13739E+11,18.691872,74.042597,26-10-2023 17:26
9.12282E+11,18.413701,73.811998,28-09-2023 22:42
9.17185E+11,18.648956,74.11406,10-04-2023 13:21
9.15123E+11,18.471712,73.90993,27-07-2023 15:57
9.18997E+11,18.458369,73.975461,17-04-2023 11:42
9.19257E+11,18.50661,73.9829,30-10-2023 08:57
9.10637E+11,18.696031,74.121689,13-07-2023 15:54
9.12275E+11,18.461591,73.876415,20-04-2023 01:25
9.19219E+11,18.545513,74.027796,02-07-2023 11:38
9.14119E+11,18.521382,74.145427,26-01-2023 11:10
9.11502E+11,18.55011,73.942937,07-03-2023 16:32
9.16942E+11,18.426527,73.909233,25-09-2023 01:33
9.15878E+11,18.443953,73.976962,22-04-2023 06:50
9.12739E+11,18.593372,74.117535,22-08-2023 19:25
9.14163E+11,18.699523,74.064792,11-05-2023 01:38
9.19096E+11,18.447619,73.850919,05-05-2023 13:49
9.14224E+11,18.419304,73.839726,06-02-2023 23:12
9.10583E+11,18.452666,74.117723,19-11-2023 03:46
9.17726E+11,18.448634,73.866982,26-03-2023 03:53
9.13393E+11,18.540784,73.822585,08-04-2023 01:07
9.15644E+11,18.522974,74.199951,07-01-2023 03:08
9.16808E+11,18.458528,73.836861,12-04-2023 20:19
9.18147E+11,18.533238,74.162342,19-12-2023 08:00
9.11012E+11,18.410917,73.941116,14-06-2023 06:03
9.11988E+11,18.432957,74.129496,25-04-2023 12:39
9.10669E+11,18.456095,73.943136,24-04-2023 21:47
9.10536E+11,18.446339,73.921131,27-08-2023 03:30
9.18494E+11,18.441079,73.869383,09-06-2023 12:33
9.16392E+11,18.672874,74.195928,29-03-2023 23:50
9.10839E+11,18.527664,73.864072,25-01-2023 14:08
9.16545E+11,18.510398,73.809876,24-10-2023 18:28
9.13106E+11,18.571609,74.104296,05-03-2023 12:53
9.15148E+11,18.553729,73.802647,10-02-2023 19:11
9.10972E+11,18.574025,73.935398,05-09-2023 01:26
9.18149E+11,18.461623,73.919903,14-08-2023 23:46
9.14586E+11,18.425306,74.007672,30-06-2023 01:46
9.12597E+11,18.683573,73.825978,22-12-2023 04:31
9.18336E+11,18.616414,73.937946,12-03-2023 23:11
9.14054E+11,18.428684,74.088138,10-07-2023 02:51
9.13939E+11,18.594074,74.153337,19-08-2023 15:46
9.12615E+11,18.652201,74.093903,13-10-2023 11:13
9.11999E+11,18.543395,74.193085,19-03-2023 16:34
9.12356E+11,18.688524,74.127344,17-09-2023 21:47
9.11796E+11,18.513381,73.898413,28-11-2023 01:57
9.1898E+11,18.690404,74.136089,04-09-2023 03:56
9.10168E+11,18.616494,73.901587,04-02-2023 03:43
9.14857E+11,18.48054,73.899204,04-04-2023 07:17
9.13752E+11,18.461131,74.166985,06-05-2023 21:51
9.1716E+11,18.61652,74.16788,09-07-2023 00:16
9.11491E+11,18.570003,73.957151,15-10-2023 02:32
9.17721E+11,18.573247,73.932283,02-04-2023 19:38
9.18298E+11,18.558823,74.116971,29-06-2023 13:40
9.10586E+11,18.625227,73.986719,25-12-2023 08:44
9.19224E+11,18.485658,74.117926,24-01-2023 06:51
9.10217E+11,18.526411,74.124373,30-10-2023 01:26
